PassageID,LineNum,PartA,PartB,PartC,PartD,CorrectAnswer,Explanation
Story_22_OldBarn,8,I ducked,just in,time to,miss it,D,Missing full stop in Part D: 'it' should be 'it.'.
Story_22_OldBarn,9,The owl,flew out,"the broken,",window.,C,"Extra comma inserted in Part C: 'broken,'."
Story_22_OldBarn,10,We ran,back to,the farm,house.,N,No error.
Story_22_OldBarn,11,That was,scary',I,said.,B,"Missing punctuation in Part B: 'scary'' should be 'scary,' or 'scary!'."
Story_22_OldBarn,12,We never,went back,there,Again.,D,Capitalization error in Part D: 'Again' should be 'again'.
Story_23_TrainRide,1,We arrived,at the,station,early.,N,No error.
Story_23_TrainRide,2,Which platform,is it',asked,Dad.,B,Missing question mark in Part B: 'it'' should be 'it?'.
Story_23_TrainRide,3,Platform nine',said the,guard,helpfully.,B,"Missing comma in Part B: 'guard' should be 'guard,'? No, usually punctuation is inside speech. 'nine,' said the guard. Error is missing comma inside speech marks in Part A. Let's adjust. A: 'Platform nine'. B: 'said the'. Missing comma in A. Wait, answer key says B. Let's insert error in B: 'said, the'."
Story_23_TrainRide_Fix,3,"Platform nine,","said, the",guard,helpfully.,B,"Extra comma inserted in Part B: 'said,'."
Story_23_TrainRide,4,We waited,for the,train to,come,D,Missing full stop in Part D: 'come' should be 'come.'.
Story_23_TrainRide,5,It arrived,with a,"loud,",whistle.,C,"Extra comma inserted in Part C: 'loud,'."
Story_23_TrainRide,6,We climbed,aboard,very,quickly.,N,No error.
Story_23_TrainRide,7,Tickets please',said the,conductor,sternly.,A,"Missing comma in Part A: 'Tickets please' should be 'Tickets, please' (or missing punctuation at end of speech 'please,'). Let's assume 'Tickets, please'."
Story_23_TrainRide,8,I showed,him my,ticket,proudly.,N,No error.
Story_23_TrainRide,9,The train,"moved,",very fast,indeed.,B,"Extra comma inserted in Part B: 'moved,'."
Story_23_TrainRide,10,Fields flashed,by the,glass,Window.,D,Capitalization error in Part D: 'Window' should be 'window'.
Story_23_TrainRide,11,Look at,the cows',said,Mum.,B,Missing punctuation in Part B: 'cows'' should be 'cows!'.
Story_23_TrainRide,12,We arrived,in london,at,noon.,B,Capitalization error in Part B: 'london' should be 'London'.
Story_24_KitchenHelp,1,I helped,Mum cook,dinner,tonight.,N,No error.
Story_24_KitchenHelp,2,We made,spaghetti,and,meatballs.,N,No error.
Story_24_KitchenHelp,3,Chop the,onions',said,Mum.,B,"Missing comma in Part B: 'onions'' should be 'onions,'."
Story_24_KitchenHelp,4,I used,"a sharp,",knife,carefully.,B,"Extra comma inserted in Part B: 'sharp,'."
Story_24_KitchenHelp,5,I cried,because,of the,smell,D,Missing full stop in Part D: 'smell' should be 'smell.'.
Story_24_KitchenHelp,6,Don't rub,your eyes',she,warned.,B,Missing punctuation in Part B: 'eyes'' should be 'eyes!'.
Story_24_KitchenHelp,7,We put,the sauce,in a,pan.,N,No error.
Story_24_KitchenHelp,8,It bubbled,hotly on,the,Stove.,D,Capitalization error in Part D: 'Stove' should be 'stove'.
Story_24_KitchenHelp,9,Is it,ready',I,asked.,B,Missing question mark in Part B: 'ready'' should be 'ready?'.
Story_24_KitchenHelp,10,Not yet',said Mum,stirring,it.,A,"Missing comma in Part A: 'yet'' should be 'yet,'."
Story_24_KitchenHelp,11,We set,the table,with,forks.,N,No error.
Story_24_KitchenHelp,12,it tasted,great,in the,end.,A,Capitalization error in Part A: 'it' should be 'It'.
Story_25_KiteFlying,1,The wind,"blew,",hard today,outside.,B,"Extra comma inserted in Part B: 'blew,'."
Story_25_KiteFlying,2,Lets fly,the kite',said,Tom.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_25_KiteFlying,3,It was,red blue,and,yellow.,B,"Missing comma in list in Part B: 'red, blue'."
Story_25_KiteFlying,4,The kite,flew high,in the,sky,D,Missing full stop in Part D: 'sky' should be 'sky.'.
Story_25_KiteFlying,5,Look at,it go',he,shouted.,B,Missing punctuation in Part B: 'go'' should be 'go!'.
Story_25_KiteFlying,6,"Suddenly, the",string,snapped,loudly.,A,"Extra comma inserted in Part A: 'Suddenly, the' (Often correct, but GL sometimes treats simple fronted adverbials without commas, OR the error is simply the comma placement itself if strict. Let's use a clear error: 'Suddenly the' vs 'Suddenly, the'. Actually 'Suddenly,' is usually required. Let's make the error a MISSING comma. Part A: 'Suddenly the'. Answer A)."
Story_25_KiteFlying_Rev,6,Suddenly the,string,snapped,loudly.,A,"Missing comma in Part A: 'Suddenly' should be 'Suddenly,'."
Story_25_KiteFlying,7,The kite,flew away,over the,trees.,N,No error.
Story_25_KiteFlying,8,Oh no',cried Tom,looking,sad.,A,Missing punctuation in Part A: 'no'' should be 'no!'.
Story_25_KiteFlying,9,Dont worry',said Dad,holding,his hand.,A,Apostrophe error in Part A: 'Dont' should be 'Don't'.
Story_25_KiteFlying,10,We chased,it across,"the,",field.,C,"Extra comma inserted in Part C: 'the,'."
Story_25_KiteFlying,11,It landed,in a,tall oak,tree.,N,No error.
Story_25_KiteFlying,12,Dad climbed,up to,get,it.,C,Capitalization error? No. Let's make error D: 'it' -> 'It'. Or missing stop. Let's make D missing stop.
Story_25_KiteFlying_Fix,12,Dad climbed,up to,get,it,D,Missing full stop in Part D: 'it' should be 'it.'.
Story_26_SleepoverFun,1,It was,my first,sleepover,at Bens.,D,Apostrophe error in Part D: 'Bens' should be 'Ben's'.
Story_26_SleepoverFun,2,We set,up a,tent in,the garden.,N,No error.
Story_26_SleepoverFun,3,Is it,dark outside',asked,Ben.,B,Missing question mark in Part B: 'outside'' should be 'outside?'.
Story_26_SleepoverFun,4,Yes very,dark',I replied,nervously.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_26_SleepoverFun,5,We turned,on our,"torches,",and talked.,C,"Extra comma inserted in Part C: 'torches,'."
Story_26_SleepoverFun,6,Suddenly,we heard,a strange,noise,D,Missing full stop in Part D: 'noise' should be 'noise.'.
Story_26_SleepoverFun,7,It sounded,like a,wolf,howling.,N,No error.
Story_26_SleepoverFun,8,Whats that',whispered,Ben,shaking.,A,Apostrophe error in Part A: 'Whats' should be 'What's'.
Story_26_SleepoverFun,9,The tent,flap,opened,slowly.,N,No error.
Story_26_SleepoverFun,10,Aaargh',we both,screamed,loudly.,A,Missing punctuation in Part A: 'Aaargh'' should be 'Aaargh!'.
Story_26_SleepoverFun,11,It was,only Bens,Dad,laughing.,B,Apostrophe error in Part B: 'Bens' should be 'Ben's'.
Story_26_SleepoverFun,12,You should,"be, asleep'",he told,us.,B,"Extra comma inserted in Part B: 'be,'."
Story_27_GardeningDay,1,Grandma was,planting,roses in,her garden.,N,No error.
Story_27_GardeningDay,2,Can I,help you',asked,Tom.,B,Missing question mark in Part B: 'you'' should be 'you?'.
Story_27_GardeningDay,3,Yes please',she said,handing him,a spade.,A,"Missing comma in Part A: 'Yes' should be 'Yes,' (or 'please,')."
Story_27_GardeningDay,4,Tom dug,a deep,"hole, in",the soil.,C,"Extra comma inserted in Part C: 'hole,'."
Story_27_GardeningDay,5,He found,a worm,a stone,and a coin.,B,"Missing comma in list in Part B: 'worm' should be 'worm,'."
Story_27_GardeningDay,6,Look grandma',he shouted,holding,it up.,A,Capitalization error in Part A: 'grandma' should be 'Grandma' (direct address).
Story_27_GardeningDay,7,Its very,old',she said,surprised.,A,Apostrophe error in Part A: 'Its' should be 'It's'.
Story_27_GardeningDay,8,The coins,date was,from the,year 1900.,A,Apostrophe error in Part A: 'coins' should be 'coin's'.
Story_27_GardeningDay,9,Maybe it,belonged to,a King',Tom said.,C,Capitalization error in Part C: 'King' should be 'king' (general noun).
Story_27_GardeningDay,10,They cleaned,it until,it shone,brightly,D,Missing full stop in Part D: 'brightly' should be 'brightly.'.
Story_27_GardeningDay,11,Ill keep,it safe',Tom,promised.,A,Apostrophe error in Part A: 'Ill' should be 'I'll'.
Story_27_GardeningDay,12,Put it,in your,pocket',Grandma said.,N,No error.
Story_28_MuseumTrip,1,Class 4,were going,on a,trip.,N,No error.
Story_28_MuseumTrip,2,They got,on the,bus at,nine o'clock,D,Missing full stop in Part D: 'o'clock' should be 'o'clock.'.
Story_28_MuseumTrip,3,Sit down,quickly',said Mrs,Green.,B,"Missing punctuation in Part B: 'quickly'' should be 'quickly,' or 'quickly!'."
Story_28_MuseumTrip,4,Lucy sat,next to,her best,friend Amy.,N,No error.
Story_28_MuseumTrip,5,I hope,we see,the dinosaurs',said Lucy.,C,"Missing comma in Part C: 'dinosaurs'' should be 'dinosaurs,'."
Story_28_MuseumTrip,6,Amy nodded,and ate,"her,",apple.,C,"Extra comma inserted in Part C: 'her,'."
Story_28_MuseumTrip,7,The journey,took a,long,time.,N,No error.
Story_28_MuseumTrip,8,Finally they,arrived at,the grand,building.,A,"Missing comma in Part A: 'Finally' should be 'Finally,'."
Story_28_MuseumTrip,9,The museums,doors were,huge and,golden.,A,Apostrophe error in Part A: 'museums' should be 'museum's'.
Story_28_MuseumTrip,10,Look at,the bones',shouted,a boy.,B,Missing punctuation in Part B: 'bones'' should be 'bones!'.
Story_28_MuseumTrip,11,Please be,quiet',the guide,warned.,B,"Missing punctuation in Part B: 'quiet'' should be 'quiet,'."
Story_28_MuseumTrip,12,They learned,a lot,about the,Past.,D,Capitalization error in Part D: 'Past' should be 'past'.
Story_29_SnowballFight,1,Snow lay,deep on,the ground,outside.,N,No error.
Story_29_SnowballFight,2,Come on,ben',shouted his,friend.,B,Capitalization error in Part B: 'ben' should be 'Ben'.
Story_29_SnowballFight,3,Ben put,on his,"boots, and",gloves.,C,"Extra comma inserted in Part C: 'boots,'."
Story_29_SnowballFight,4,He ran,out to,join the,fun,D,Missing full stop in Part D: 'fun' should be 'fun.'.
Story_29_SnowballFight,5,Sam threw,a snowball,at Bens,leg.,C,Apostrophe error in Part C: 'Bens' should be 'Ben's'.
Story_29_SnowballFight,6,You missed,me',laughed,Ben.,B,Missing exclamation mark in Part B: 'me'' should be 'me!'.
Story_29_SnowballFight,7,Ben made,"a huge,",round,snowball.,B,"Extra comma inserted in Part B: 'huge,' (or correct if coordinate adj, but strictly 'huge round' usually needs no comma in this context or is debatable. Let's make error distinct. 'huge, round' is likely correct. Let's insert error in A: 'Ben, made')."
Story_29_SnowballFight_Rev,7,"Ben, made",a huge,round,snowball.,A,"Extra comma inserted in Part A: 'Ben,'."
Story_29_SnowballFight,8,He threw,it hard,at Sams,back.,C,Apostrophe error in Part C: 'Sams' should be 'Sam's'.
Story_29_SnowballFight,9,That was,a good,shot',said Sam.,C,"Missing comma in Part C: 'shot'' should be 'shot,'."
Story_29_SnowballFight,10,Im freezing,cold',said Ben,shivering.,A,Apostrophe error in Part A: 'Im' should be 'I'm'.
Story_29_SnowballFight,11,Lets go,inside',suggested,Sam.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_29_SnowballFight,12,They went,in for,hot,chocolate.,N,No error.
Story_30_BeachFun,1,We walked,along the,sandy,beach.,N,No error.
Story_30_BeachFun,2,I looked,in a,rock pool,carefully,D,Missing full stop in Part D: 'carefully' should be 'carefully.'.
Story_30_BeachFun,3,I can,see something',I,whispered.,B,"Missing comma in Part B: 'something'' should be 'something,'."
Story_30_BeachFun,4,A crab,was hiding,"under, a",stone.,C,"Extra comma inserted in Part C: 'under,'."
Story_30_BeachFun,5,Catch it,Dad',I shouted,excitedly.,B,Missing exclamation mark in Part B: 'Dad'' should be 'Dad!'.
Story_30_BeachFun,6,Dad put,his hand,in the,water.,N,No error.
Story_30_BeachFun,7,Ouch it,nipped me',he,cried.,A,"Missing comma in Part A: 'Ouch' should be 'Ouch,'."
Story_30_BeachFun,8,The crabs,claws were,sharp and,strong.,A,Apostrophe error in Part A: 'crabs' should be 'crab's'.
Story_30_BeachFun,9,Lets leave,it alone',said,Dad.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_30_BeachFun,10,Yes thats,best',I,agreed.,A,Apostrophe error in Part A: 'thats' should be 'that's'.
Story_30_BeachFun,11,We found,a shell,instead,later.,N,No error.
Story_30_BeachFun,12,It was,much,safer to,hold.,N,No error.
Story_31_MagicAct,1,The magician,held a,top hat,in his hand.,N,No error.
Story_31_MagicAct,2,Watch this,carefully',he told,the crowd.,B,Missing exclamation mark in Part B: 'carefully'' should be 'carefully!'.
Story_31_MagicAct,3,He tapped,the hat,with a,wand,D,Missing full stop in Part D: 'wand' should be 'wand.'.
Story_31_MagicAct,4,A white,rabbit jumped,out of,it.,N,No error.
Story_31_MagicAct,5,How did,he do,that',asked Lucy.,C,Missing question mark in Part C: 'that'' should be 'that?'.
Story_31_MagicAct,6,Its magic',whispered,her,brother.,A,Apostrophe error in Part A: 'Its' should be 'It's'.
Story_31_MagicAct,7,The rabbits,nose twitched,very,quickly.,A,Apostrophe error in Part A: 'rabbits' should be 'rabbit's'.
Story_31_MagicAct,8,The man,bowed and,"everyone,",clapped.,C,"Extra comma inserted in Part C: 'everyone,'."
Story_31_MagicAct,9,For my,next trick,I need,help' he said.,D,"Missing punctuation in Part D: 'help'' should be 'help,'."
Story_31_MagicAct,10,He pointed,at a,boy in,the front.,N,No error.
Story_31_MagicAct,11,Come here,please',he said,smiling.,B,"Missing comma in Part B: 'please'' should be 'please,' (or after 'here')."
Story_31_MagicAct,12,The boy,walked onto,the stage,nervously,D,Missing full stop in Part D: 'nervously' should be 'nervously.'.
Story_32_ZooDay,1,We went,to the,zoo on,Sunday.,N,No error.
Story_32_ZooDay,2,We saw,lions tigers,and,bears.,B,"Missing comma in list in Part B: 'lions, tigers'."
Story_32_ZooDay,3,Look at,the monkeys',laughed,my sister.,B,Missing exclamation mark in Part B: 'monkeys'' should be 'monkeys!'.
Story_32_ZooDay,4,One monkey,was eating,a yellow,banana.,N,No error.
Story_32_ZooDay,5,Another was,swinging from,"a tree,",branch.,C,"Extra comma inserted in Part C: 'tree,'."
Story_32_ZooDay,6,Its very,clever',said Dad,watching.,A,Apostrophe error in Part A: 'Its' should be 'It's'.
Story_32_ZooDay,7,Then we,went to,see the,penguins.,N,No error.
Story_32_ZooDay,8,The penguins,pool was,cold and,icy.,A,Apostrophe error in Part A: 'penguins' should be 'penguins'' or 'penguin's'.
Story_32_ZooDay,9,They dived,in with,a big,splash,D,Missing full stop in Part D: 'splash' should be 'splash.'.
Story_32_ZooDay,10,Can we,stay longer',I asked,Dad.,B,Missing question mark in Part B: 'longer'' should be 'longer?'.
Story_32_ZooDay,11,No the,zoo is,closing',he replied.,A,"Missing comma in Part A: 'No' should be 'No,'."
Story_32_ZooDay,12,We walked,back to,the car,tired out.,N,No error.
Story_33_NewShoes,1,Mum took,me to,the shoe,shop.,N,No error.
Story_33_NewShoes,2,I needed,shoes for,school on,Monday.,N,No error.
Story_33_NewShoes,3,Do you,like these',asked,Mum.,B,Missing question mark in Part B: 'these'' should be 'these?'.
Story_33_NewShoes,4,They were,"shiny, black",and very,smart.,B,"Extra comma inserted in Part B: 'shiny,' (Actually correct for coord adjectives? But 'shiny black' is often used. Let's insert error elsewhere. Part D: 'smart' -> 'Smart')."
Story_33_NewShoes_Rev,4,They were,shiny black,and very,Smart.,D,Capitalization error in Part D: 'Smart' should be 'smart'.
Story_33_NewShoes,5,Theyre too,tight',I said,sadly.,A,Apostrophe error in Part A: 'Theyre' should be 'They're'.
Story_33_NewShoes,6,The lady,brought a,bigger size,out.,N,No error.
Story_33_NewShoes,7,I tried,them on,and walked,around,D,Missing full stop in Part D: 'around' should be 'around.'.
Story_33_NewShoes,8,Those fit,perfectly',said the,lady.,B,"Missing comma in Part B: 'perfectly'' should be 'perfectly,'."
Story_33_NewShoes,9,We went,to pay,at the,till.,N,No error.
Story_33_NewShoes,10,Suddenly Mum,dropped her,purse on,the floor.,A,"Missing comma in Part A: 'Suddenly' should be 'Suddenly,'."
Story_33_NewShoes,11,Coins rolled,"everywhere, under",the,chairs.,B,"Extra comma inserted in Part B: 'everywhere,'."
Story_33_NewShoes,12,Ill help,you',I said,quickly.,A,Apostrophe error in Part A: 'Ill' should be 'I'll'.
Story_34_StormyNight,1,The sky,turned grey,and dark,clouds formed.,N,No error.
Story_34_StormyNight,2,We were,playing in,the park,happily,D,Missing full stop in Part D: 'happily' should be 'happily.'.
Story_34_StormyNight,3,A loud,rumble echoed,above our,heads.,N,No error.
Story_34_StormyNight,4,Whats that,noise',asked,Lily.,A,Apostrophe error in Part A: 'Whats' should be 'What's'.
Story_34_StormyNight,5,Its thunder',I shouted,grabbing,my coat.,A,Apostrophe error in Part A: 'Its' should be 'It's'.
Story_34_StormyNight,6,Rain started,to fall,heavy and,fast.,N,No error.
Story_34_StormyNight,7,We ran,towards the,"bus, shelter",quickly.,C,"Extra comma inserted in Part C: 'bus,'."
Story_34_StormyNight,8,Lightning flashed,lighting up,the whole,sky.,B,"Missing comma in Part B: 'flashed' should be 'flashed,' (before participle)."
Story_34_StormyNight,9,I dont,like this',cried,Lily.,A,Apostrophe error in Part A: 'dont' should be 'don't'.
Story_34_StormyNight,10,Dont worry,it will,pass',I said.,A,Apostrophe error in Part A: 'Dont' should be 'Don't'.
Story_34_StormyNight,11,"Soon, the",sun came,out again,brightly.,A,"Extra comma inserted in Part A: 'Soon,' (Optional, but often N. Let's make error in B: 'came,'. Part B: 'sun came,'.)"
Story_34_StormyNight_Rev,11,Soon the,"sun came,",out again,brightly.,B,"Extra comma inserted in Part B: 'came,'."
Story_34_StormyNight,12,We jumped,in the,puddles,all way home.,N,No error.
Story_35_LibraryQuiet,1,The library,was quiet,and,peaceful.,N,No error.
