Spelling_1143,It is a,hinderance to our,progress on this,project.,B,Error: 'hinderance' should be 'hindrance' (drance).,,,7,48,17
Spelling_1144,It was a,humourous story that,made everyone laugh,loudly.,B,Error: 'humourous' should be 'humorous' (morous).,,,7,54,20
Spelling_1145,His idiosyncracy made,him stand out,from the rest,crowd.,A,Error: 'idiosyncracy' should be 'idiosyncrasy' (crasy).,,,6,53,21
Spelling_1146,Come here immediatly,because I need,to speak to,you.,A,Error: 'immediatly' should be 'immediately' (ately).,,,4,49,20
Spelling_1147,The incedint was,reported to the,police straight away,today.,A,Error: 'incedint' should be 'incident' (cident).,,,6,57,20
Spelling_1148,She is an,independant woman who,runs her own,shop.,B,Error: 'independant' should be 'independent' (pend).,,,5,47,21
Spelling_1149,Do not interfeer,in matters that,do not concern,you.,B,Error: 'interfeer' should be 'interfere' (fere).,,,4,49,16
Spelling_115,It was an,expensive watch that,cost a lot,of money.,N,No error.,,,9,48,20
Spelling_1150,Please don't interupt,me while I,am talking to,you.,B,Error: 'interupt' should be 'interrupt' (rrupt).,,,4,48,21
Spelling_1151,The chocolate cake,looked irresistable on,the plate at,tea.,B,Error: 'irresistable' should be 'irresistible' (tible).,,,4,56,22
Spelling_1152,The tropical island,was beautiful and,warm all year,round.,N,No error.,,,6,55,19
Spelling_1153,He felt jealous,when his friend,won the big,prize.,N,No error.,,,6,47,15
Spelling_1154,The gold jewellry,sparkled in the,bright sunlight,today.,A,Error: 'jewellry' should be 'jewellery' (ellery).,,,6,53,17
Spelling_1155,His knowlege of,science is very,good for his,age.,A,Error: 'knowlege' should be 'knowledge' (ledge).,,,4,46,15
Spelling_1156,The science labratory,is full of,chemicals and test,tubes.,B,Error: 'labratory' should be 'laboratory' (ora).,,,6,55,21
Spelling_1157,The english language,can be difficult,to learn to,speak.,N,No error.,,,6,53,20
Spelling_1158,I enjoy my,liesure time by,reading books at,home.,B,Error: 'liesure' should be 'leisure' (leis).,,,5,46,16
Spelling_1159,The lenth of,the swimming pool,is twenty five,metres.,A,Error: 'lenth' should be 'length' (gth).,,,7,50,17
Spelling_116,I have no,experiance of working,in a busy,office.,B,Error: 'experiance' should be 'experience' (ence).,,,7,46,21
Spelling_1160,He acts as,a liason between,the school and,parents.,B,Error: 'liason' should be 'liaison' (iai).,,,8,48,16
Spelling_1161,The local libary,is a quiet,place to do,homework.,B,Error: 'libary' should be 'library' (brary).,,,9,46,16
Spelling_1163,She took it,litterally when I,said break a,leg.,B,Error: 'litterally' should be 'literally' (lit).,,,4,44,17
Spelling_1164,Did you loose,your keys on,the way home,today?,B,Error: 'loose' should be 'lose' (one o).,,,6,43,13
Spelling_1165,Car maintainance is,important to keep,your vehicle safe,running.,A,Error: 'maintainance' should be 'maintenance' (ten).,,,8,61,19
Spelling_1166,It was a,marvellous day out,at the seaside,resort.,N,No error.,,,7,47,18
Spelling_1167,The doctor prescribed,medecine to help,cure the bad,cough.,B,Error: 'medecine' should be 'medicine' (dic).,,,6,55,21
Spelling_1168,The cows grazed,in the green,medow all day,long.,C,Error: 'medow' should be 'meadow' (ead).,,,5,45,15
Spelling_1169,The new millenium,was celebrated all,over the world,loudly.,B,Error: 'millenium' should be 'millennium' (nn).,,,7,56,18
Spelling_117,There was no,explantion for his,strange behaviour that,day.,B,Error: 'explantion' should be 'explanation' (plan).,,,4,56,22
Spelling_1171,The puppy is,very mischevious and,chews everything in,sight.,B,Error: 'mischevious' should be 'mischievous' (chiev).,,,6,57,20
Spelling_1172,There is a,box of misellaneous,items in the,garage.,B,Error: 'misellaneous' should be 'miscellaneous' (scell).,,,7,48,19
Spelling_1173,My leg muscle,aches after running,so far yesterday,morning.,N,No error.,,,8,56,19
Spelling_1174,It was a,misterious sound that,came from the,attic.,B,Error: 'misterious' should be 'mysterious' (mys).,,,6,48,21
Spelling_1175,It is neccessary,to drink water,every single day,regularly.,B,Error: 'neccessary' should be 'necessary' (cess).,,,10,56,16
Spelling_1176,My next door,neigbour is very,friendly and helpful,always.,B,Error: 'neigbour' should be 'neighbour' (ghb).,,,7,55,20
Spelling_1177,My sister's daughter,is my neice,and she is,five.,B,Error: 'neice' should be 'niece' (ie).,,,5,46,20
Spelling_1178,There are ninty,pages in this,book to read,tonight.,A,Error: 'ninty' should be 'ninety' (nine).,,,8,48,15
Spelling_1179,There was a,noticable difference in,the weather this,morning.,B,Error: 'noticable' should be 'noticeable' (tice).,,,8,58,23
Spelling_1180,The fly was,a nuesance buzzing,around the food,plate.,B,Error: 'nuesance' should be 'nuisance' (nuis).,,,6,50,18
Spelling_1181,The dog was,obedient and sat,when he was,told.,N,No error.,,,5,43,16
Spelling_1182,On this occassion,we will allow,you to leave,early.,B,Error: 'occassion' should be 'occasion' (casion).,,,6,48,17
Spelling_1183,The accident occured,on the motorway,late last night,driving.,B,Error: 'occured' should be 'occurred' (rr).,,,8,58,20
Spelling_1184,The oppisite of,hot is cold,as everyone knows,well.,A,Error: 'oppisite' should be 'opposite' (oppo).,,,5,48,17
Spelling_1185,This is an,origional painting by,a famous artist,here.,B,Error: 'origional' should be 'original' (ginal).,,,5,51,21
Spelling_1186,Draw a paralel,line next to,the first one,carefully.,B,Error: 'paralel' should be 'parallel' (rallel).,,,10,49,14
Spelling_1187,The members of,parlament voted on,the new law,today.,B,Error: 'parlament' should be 'parliament' (rliam).,,,6,49,18
Spelling_1188,Not a single,partical of dust,was left on,shelf.,B,Error: 'partical' should be 'particle' (ticle).,,,6,45,16
Spelling_1189,Is there any,particuler reason why,you are late,today?,B,Error: 'particuler' should be 'particular' (cular).,,,6,51,21
Spelling_119,The weather was,extream so we,stayed inside all,day.,B,Error: 'extream' should be 'extreme' (eme).,,,4,49,17
Spelling_1190,The cricket pavillion,needs painting before,the season starts,soon.,B,Error: 'pavillion' should be 'pavilion' (vilion).,,,5,64,21
Spelling_1191,You must be,persistant if you,want to succeed,here.,B,Error: 'persistant' should be 'persistent' (sist).,,,5,48,17
Spelling_1192,All personnel must,wear a badge,while in the,building.,N,No error.,,,9,51,18
Spelling_1193,I tried to,persuade him to,come with us,later.,N,No error.,,,6,43,15
Spelling_1194,Digging the garden,is hard physicle,work for me,now.,B,Error: 'physicle' should be 'physical' (sical).,,,4,49,18
Spelling_1195,Would you like,a peice of,cake with your,tea?,B,Error: 'peice' should be 'piece' (piece).,,,4,42,14
Spelling_1196,The local poltician,gave a speech,in the town,hall.,A,Error: 'poltician' should be 'politician' (politi).,,,5,48,19
Spelling_1197,The ball is,now in my,posession so I,win.,C,Error: 'posession' should be 'possession' (ssess).,,,4,38,14
Spelling_1198,Is it posible,to finish the,work by five,o'clock?,B,Error: 'posible' should be 'possible' (ssible).,,,8,46,13
Spelling_1199,We ate baked,potatos with cheese,for dinner last,night.,B,Error: 'potatos' should be 'potatoes' (oes).,,,6,52,19
Spelling_120,His face looks,familar but I,cannot remember his,name.,B,Error: 'familar' should be 'familiar' (iar).,,,5,51,19
Spelling_1200,I prefered the,blue shirt to,the red one,yesterday.,A,Error: 'prefered' should be 'preferred' (rr).,,,10,48,14
Spelling_1202,For your,convenience,wait,here.,N,No error.,,,4,28,11
Spelling_1204,The council,met,today,here.,N,No error.,,,3,24,11
Spelling_121,My favorite colour,is blue because,it reminds me,of sea.,A,Error: 'favorite' (US) vs 'favourite' (UK). 11+ uses UK.,,,7,53,18
Spelling_1213,I will,decide,soon,now.,N,No error.,,,4,20,6
Spelling_1215,It is,definate,that,he won.,B,Error: 'definate' should be 'definite' (ini).,,,4,24,8
Spelling_1216,It is,deliscious,food,here.,B,Error: 'deliscious' should be 'delicious' (lici).,,,4,24,10
Spelling_122,My birthday is,in Febuary which,is a cold,month.,B,Error: 'Febuary' should be 'February' (bru).,,,6,45,16
Spelling_1224,Keep a,diary,every,day.,N,No error.,,,4,20,6
Spelling_1229,He will,disapear,soon,now.,B,Error: 'disapear' should be 'disappear' (pp).,,,4,23,8
Spelling_123,The lion looked,feirce as it,roared at the,crowd.,B,Error: 'feirce' should be 'fierce' (ie).,,,6,46,15
Spelling_1237,Buy a,dozen,eggs,now.,N,No error.,,,4,18,5
Spelling_124,We finaly arrived,at our destination,after a long,drive.,A,Error: 'finaly' should be 'finally' (lly).,,,6,53,18
Spelling_1242,I have,eight,pens,here.,N,No error.,,,4,20,6
Spelling_1243,I have,eighty,pounds,now.,N,No error.,,,4,22,6
Spelling_125,The florescent light,flickered and then,went out completely,dark.,A,Error: 'florescent' should be 'fluorescent' (luo).,,,5,62,20
Spelling_1250,I like,entertinment,shows,alot.,B,Error: 'entertinment' should be 'entertainment' (tain).,,,5,28,12
Spelling_1256,It was,excelent,work,done.,B,Error: 'excelent' should be 'excellent' (ll).,,,4,23,8
Spelling_1258,Do your,excercise,now,please.,B,Error: 'excercise' should be 'exercise' (exe).,,,3,26,9
Spelling_1259,I am,exhasted,from,running.,B,Error: 'exhasted' should be 'exhausted' (hau).,,,4,24,8
Spelling_126,He speaks a,foriegn language that,I do not,understand.,B,Error: 'foriegn' should be 'foreign' (ei).,,,8,51,21
Spelling_1268,It is,extream,cold,today.,B,Error: 'extream' should be 'extreme' (eme).,,,4,22,7
Spelling_127,Do not forget,to lock the,door when you,leave.,N,No error.,,,6,43,13
Spelling_1273,The dog,is feirce,and,loud.,B,Error: 'feirce' should be 'fierce' (ie).,,,3,24,9
Spelling_128,He is fourty,years old today,and having a,party.,A,Error: 'fourty' should be 'forty' (for).,,,6,45,15
Spelling_1282,I like,fruit,very,much.,N,No error.,,,4,20,6
Spelling_1283,We need,futher,help,now.,B,Error: 'futher' should be 'further' (fur).,,,4,21,7
Spelling_129,Please move foward,down the bus,to make some,room.,A,Error: 'foward' should be 'forward' (for).,,,5,47,18
Spelling_1298,It is,an honorary,job,now.,N,No error.,,,3,23,11
Spelling_130,My best freind,is coming to,stay with me,tonight.,A,Error: 'freind' should be 'friend' (ie).,,,8,46,14
Spelling_1300,Check your,identity,now,please.,N,No error.,,,3,28,10
Spelling_1304,She is,independant,now,too.,B,Error: 'independant' should be 'independent' (ent).,,,3,24,11
Spelling_1314,I have,liesure,time,now.,B,Error: 'liesure' should be 'leisure' (leis).,,,4,21,7
Spelling_1320,It is,litterally,TRUE,now.,B,Error: 'litterally' should be 'literally' (lit).,,,4,23,10
Spelling_1324,Take your,medecine,now,please.,B,Error: 'medecine' should be 'medicine' (dic).,,,3,27,9
Spelling_1328,He is,mischevious,and,bad.,B,Error: 'mischevious' should be 'mischievous' (vous).,,,3,23,11
Spelling_1329,It is,misellaneous,stuff,here.,B,Error: 'misellaneous' should be 'miscellaneous' (sc).,,,5,27,12
Spelling_133,I garantee that,you will enjoy,the show very,much.,A,Error: 'garantee' should be 'guarantee' (gua).,,,5,47,15
Spelling_1331,My muscle,aches,really,bad.,N,No error.,,,4,24,9
Spelling_134,Use the pressure,guage to check,the tyres on,bike.,B,Error: 'guage' should be 'gauge' (au).,,,5,47,16
Spelling_1349,Draw a,paralel,line,now.,B,Error: 'paralel' should be 'parallel' (llel).,,,4,21,7
Spelling_135,I got the,jist of the,story even though,it was long.,B,Error: 'jist' should be 'gist' (gi).,,,9,49,17
Spelling_1350,The parlament,sat,down,then.,A,Error: 'parlament' should be 'parliament' (rli).,,,3,25,13
Spelling_1356,He was,persistant,all,day.,B,Error: 'persistant' should be 'persistent' (ent).,,,3,23,10
Spelling_1359,It is,physicle,work,now.,B,Error: 'physicle' should be 'physical' (cal).,,,4,21,8
Spelling_136,She looked glamourous,in her new,dress at the,party.,A,Error: 'glamourous' should be 'glamorous' (mor).,,,6,49,21
Spelling_1363,It is,my posession,now,too.,B,Error: 'posession' should be 'possession' (ssess).,,,3,24,12
Spelling_1369,The preperation,took,quite a,while.,A,Error: 'preperation' should be 'preparation' (par).,,,4,32,15
Spelling_137,The goverment has,decided to lower,taxes for everyone,soon.,A,Error: 'goverment' should be 'government' (nm).,,,5,56,18
Spelling_1371,You may,proceed,now,please.,N,No error.,,,3,24,7
Spelling_1372,His proffesion,is an,animal,vet.,A,Error: 'proffesion' should be 'profession' (fess).,,,4,29,14
Spelling_1376,It is,propoganda,and,lies.,B,Error: 'propoganda' should be 'propaganda' (pag).,,,3,23,10
Spelling_1379,Ask a,question,now,please.,N,No error.,,,3,23,8
Spelling_138,My grammer is,improving every day,at school with,help.,A,Error: 'grammer' should be 'grammar' (mar).,,,5,51,19
Spelling_1381,It is,quite,good,now.,N,No error.,,,4,18,5
Spelling_1382,I am,realy,happy,now.,B,Error: 'realy' should be 'really' (ll).,,,4,18,5
Spelling_139,I am greatful,for all the,gifts I received,today.,A,Error: 'greatful' should be 'grateful' (gra).,,,6,46,16
Spelling_1399,Keep it,seperate,from,that.,B,Error: 'seperate' should be 'separate' (par).,,,4,24,8
Spelling_140,The security gaurd,checked our bags,at the entrance,gate.,A,Error: 'gaurd' should be 'guard' (ua).,,,5,54,18
Spelling_141,What happend to,your car on,the way to,work?,A,Error: 'happend' should be 'happened' (ened).,,,5,41,15
Spelling_142,Do not harrass,the animals in,the zoo cages,please.,B,Error: 'harrass' should be 'harass' (one r).,,,7,48,14
Spelling_143,It is a,hinderance to our,progress on this,project.,B,Error: 'hinderance' should be 'hindrance' (dra).,,,7,48,17
Spelling_144,It was a,humourous story that,made everyone laugh,loudly.,B,Error: 'humourous' should be 'humorous' (mor).,,,7,54,20
Spelling_145,His idiosyncracy made,him stand out,from the rest,crowd.,A,Error: 'idiosyncracy' should be 'idiosyncrasy' (sy).,,,6,53,21
Spelling_146,Come here immediatly,because I need,to speak to,you.,B,Error: 'immediatly' should be 'immediately' (ely).,,,4,49,20
Spelling_147,The incedint was,reported to the,police straight away,today.,A,Error: 'incedint' should be 'incident' (ci).,,,6,57,20
Spelling_149,Do not interfeer,in other people's,business or their,lives.,B,Error: 'interfeer' should be 'interfere' (fere).,,,6,56,17
Spelling_1501,The absence,of light,was very,scary.,N,No error.,,,6,33,11
Spelling_1504,I accidentaly,broke,the,cup.,A,Error: 'accidentaly' should be 'accidentally' (ally).,,,3,25,13
Spelling_1505,We can,accommodate,you,here.,N,No error.,,,3,25,11
