Question,Image,Option A,Option B,Option C,Option D,Option E,Answer,Difficulty,Topic,Type,Ref
"In a class of 20 children, 1/4 of them like swimming. How many children do NOT like swimming?",,5,1,16,11,15,15,3,Fractions,Multiple Choice,P2Q3_5
"In a class of 50 children, 1/10 of them like football. How many children do NOT like football?",,5,3,43,33,45,45,3,Fractions,Multiple Choice,P2Q3_6
"In a class of 56 children, 3/8 of them like reading. How many children do NOT like reading?",,46,35,21,2,36,35,3,Fractions,Multiple Choice,P2Q3_7
"In a class of 48 children, 3/4 of them like dancing. How many children do NOT like dancing?",,48,14,7,36,12,12,3,Fractions,Multiple Choice,P2Q3_8
"In a class of 40 children, 7/10 of them like dancing. How many children do NOT like dancing?",,9,28,27,12,14,12,3,Fractions,Multiple Choice,P2Q3_9
"In a class of 40 children, 4/5 of them like football. How many children do NOT like football?",,8,4,10,32,3,8,3,Fractions,Multiple Choice,P2Q3_10
"In a class of 35 children, 4/5 of them like football. How many children do NOT like football?",,7,17,5,18,10,7,3,Fractions,Multiple Choice,P2Q3_11
"In a class of 40 children, 1/4 of them like reading. How many children do NOT like reading?",,7,10,3,30,33,30,3,Fractions,Multiple Choice,P2Q3_12
"In a class of 24 children, 2/3 of them like reading. How many children do NOT like reading?",,7,6,13,8,16,8,3,Fractions,Multiple Choice,P2Q3_13
"In a class of 110 children, 1//5 of them like dancing. How many children do NOT like dancing?",,22,89,88,105,70,88,3,Fractions,Multiple Choice,P2Q3_14
"In a class of 110 children, 3/5 of them like swimming. How many children do NOT like swimming?",,66,1,49,56,44,44,3,Fractions,Multiple Choice,P2Q3_15
"In a class of 44 children, 1/2 of them like football. How many children do NOT like football?",,22,30,21,8,27,22,3,Fractions,Multiple Choice,P2Q3_16
"In a class of 80 children, 4/5 of them like swimming. How many children do NOT like swimming?",,16,15,18,64,17,16,3,Fractions,Multiple Choice,P2Q3_17
"In a class of 32 children, 1/2 of them like reading. How many children do NOT like reading?",,17,14,32,11,16,16,3,Fractions,Multiple Choice,P2Q3_18
"In a class of 100 children, 3/10 of them like reading. How many children do NOT like reading?",,65,24,70,56,30,70,3,Fractions,Multiple Choice,P2Q3_19
"In a class of 44 children, 1/2 of them like painting. How many children do NOT like painting?",,22,23,33,20,24,22,3,Fractions,Multiple Choice,P2Q3_20
"In a class of 30 children, 1/3 of them like swimming. How many children do NOT like swimming?",,24,19,3,20,10,20,3,Fractions,Multiple Choice,P2Q3_21
"In a class of 44 children, 1/2 of them like football. How many children do NOT like football?",,20,7,22,38,18,22,3,Fractions,Multiple Choice,P2Q3_22
"In a class of 55 children, 4/5 of them like painting. How many children do NOT like painting?",,44,11,42,6,13,11,3,Fractions,Multiple Choice,P2Q3_23
"In a class of 30 children, 1/5 of them like football. How many children do NOT like football?",,6,30,24,18,21,24,3,Fractions,Multiple Choice,P2Q3_24
"In a class of 15 children, 2/3 of them like football. How many children do NOT like football?",,1,5,11,10,6,5,3,Fractions,Multiple Choice,P2Q3_25
"In a class of 80 children, 4/5 of them like painting. How many children do NOT like painting?",,14,11,16,64,32,16,3,Fractions,Multiple Choice,P2Q3_26
"In a class of 36 children, 1/2 of them like painting. How many children do NOT like painting?",,18,2,17,23,13,18,3,Fractions,Multiple Choice,P2Q3_27
"In a class of 40 children, 1/2 of them like football. How many children do NOT like football?",,8,20,24,25,23,20,3,Fractions,Multiple Choice,P2Q3_28
"In a class of 80 children, 7/10 of them like painting. How many children do NOT like painting?",,56,77,20,24,3,24,3,Fractions,Multiple Choice,P2Q3_29
"In a class of 120 children, 1/2 of them like swimming. How many children do NOT like swimming?",,35,38,60,109,58,60,3,Fractions,Multiple Choice,P2Q3_30
"In a class of 50 children, 3/10 of them like swimming. How many children do NOT like swimming?",,30,15,33,35,40,35,3,Fractions,Multiple Choice,P2Q3_31
"In a class of 12 children, 2/3 of them like football. How many children do NOT like football?",,1,8,9,4,3,4,3,Fractions,Multiple Choice,P2Q3_32
"In a class of 28 children, 3/4 of them like dancing. How many children do NOT like dancing?",,19,21,12,10,7,7,3,Fractions,Multiple Choice,P2Q3_33
"In a class of 64 children, 3/8 of them like football. How many children do NOT like football?",,48,44,40,24,39,40,3,Fractions,Multiple Choice,P2Q3_34
"In a class of 48 children, 5/8 of them like painting. How many children do NOT like painting?",,4,18,30,15,21,18,3,Fractions,Multiple Choice,P2Q3_35
"In a class of 24 children, 1/2 of them like painting. How many children do NOT like painting?",,6,10,14,12,8,12,3,Fractions,Multiple Choice,P2Q3_36
"In a class of 32 children, 3/4 of them like reading. How many children do NOT like reading?",,4,12,8,5,24,8,3,Fractions,Multiple Choice,P2Q3_37
"In a class of 33 children, 1/3 of them like reading. How many children do NOT like reading?",,11,17,1,14,22,22,3,Fractions,Multiple Choice,P2Q3_38
"In a class of 44 children, 1/2 of them like football. How many children do NOT like football?",,44,23,37,8,22,22,3,Fractions,Multiple Choice,P2Q3_39
"In a class of 56 children, 7/8 of them like football. How many children do NOT like football?",,49,24,3,7,55,7,3,Fractions,Multiple Choice,P2Q3_40
"In a class of 40 children, 4/5 of them like dancing. How many children do NOT like dancing?",,11,27,9,32,8,8,3,Fractions,Multiple Choice,P2Q3_41
"In a class of 70 children, 4/5 of them like dancing. How many children do NOT like dancing?",,56,12,15,14,47,14,3,Fractions,Multiple Choice,P2Q3_42
"In a class of 15 children, 1/3 of them like reading. How many children do NOT like reading?",,13,10,11,5,9,10,3,Fractions,Multiple Choice,P2Q3_43
"In a class of 18 children, 1/3 of them like painting. How many children do NOT like painting?",,15,12,6,14,7,12,3,Fractions,Multiple Choice,P2Q3_44
"In a class of 16 children, 3/4 of them like football. How many children do NOT like football?",,1,2,12,4,14,4,3,Fractions,Multiple Choice,P2Q3_45
"In a class of 80 children, 4/5 of them like swimming. How many children do NOT like swimming?",,16,64,29,11,30,16,3,Fractions,Multiple Choice,P2Q3_46
"In a class of 60 children, 3/10 of them like dancing. How many children do NOT like dancing?",,42,18,46,47,25,42,3,Fractions,Multiple Choice,P2Q3_47
"In a class of 90 children, 4/5 of them like dancing. How many children do NOT like dancing?",,18,17,72,77,23,18,3,Fractions,Multiple Choice,P2Q3_48
"In a class of 35 children, 2/5 of them like football. How many children do NOT like football?",,9,21,23,22,14,21,3,Fractions,Multiple Choice,P2Q3_49
"In a class of 80 children, 1/2 of them like dancing. How many children do NOT like dancing?",,40,41,4,39,72,40,3,Fractions,Multiple Choice,P2Q3_50
"Fifty-eight thousand, one hundred and five. Which answer shows this written as a number?",,5810.5,58100.5,5815,581050,58105,58105,3,Number Words,Text,P3Q3_1
"Sixteen thousand, eight hundred and five. Which answer shows this written as a number?",,168050,16800.5,1680.5,1685,16805,16805,3,Number Words,Text,P3Q3_2
"Fifty-eight thousand, eight hundred and eight. Which answer shows this written as a number?",,588080,58808,5888,5880.8,58800.8,58808,3,Number Words,Text,P3Q3_3
"Sixty-eight thousand, one hundred and nine. Which answer shows this written as a number?",,68100.9,6810.9,6819,68109,681090,68109,3,Number Words,Text,P3Q3_4
"Seventeen thousand, nine hundred and sixty-seven. Which answer shows this written as a number?",,179670,17960.7,17967,1796.7,1796,17967,3,Number Words,Text,P3Q3_5
Eighty-seven thousand and twenty-six. Which answer shows this written as a number?,,87020.6,8702.6,8726,87026,870260,87026,3,Number Words,Text,P3Q3_6
"Fifty-seven thousand, nine hundred and eight. Which answer shows this written as a number?",,57908,579080,57900.8,5790.8,5798,57908,3,Number Words,Text,P3Q3_7
Fifteen thousand and seventy-nine. Which answer shows this written as a number?,,150790,1507.9,15070.9,15079,1579,15079,3,Number Words,Text,P3Q3_8
Fifty-one thousand and fourteen. Which answer shows this written as a number?,,51010.4,510140,5114,51014,5101.4,51014,3,Number Words,Text,P3Q3_9
"Thirty-five thousand, seven hundred and seventy-two. Which answer shows this written as a number?",,3577,35772,35770.2,3577.2,357720,35772,3,Number Words,Text,P3Q3_10
"Sixty-three thousand, four hundred and six. Which answer shows this written as a number?",,63406,6346,634060,63400.6,6340.6,63406,3,Number Words,Text,P3Q3_11
"Ninety-nine thousand, four hundred and eight. Which answer shows this written as a number?",,99400.8,994080,9948,9940.8,99408,99408,3,Number Words,Text,P3Q3_12
Thirty-eight thousand and forty-nine. Which answer shows this written as a number?,,3849,38049,38040.9,3804.9,380490,38049,3,Number Words,Text,P3Q3_13
"Sixty-five thousand, nine hundred and seven. Which answer shows this written as a number?",,6597,65907,6590.7,659070,65900.7,65907,3,Number Words,Text,P3Q3_14
Thirty-three thousand and forty-four. Which answer shows this written as a number?,,3344,33040.4,330440,3304.4,33044,33044,3,Number Words,Text,P3Q3_15
Sixty-four thousand and thirty-six. Which answer shows this written as a number?,,6403.6,6436,64036,640360,64030.6,64036,3,Number Words,Text,P3Q3_16
"Forty-eight thousand, four hundred and five. Which answer shows this written as a number?",,48400.5,48405,4840.5,4845,484050,48405,3,Number Words,Text,P3Q3_17
"Eighty-three thousand, five hundred and one. Which answer shows this written as a number?",,835010,8351,83501,8350.1,83500.1,83501,3,Number Words,Text,P3Q3_18
"Sixty-eight thousand, three hundred and five. Which answer shows this written as a number?",,68300.5,6835,6830.5,68305,683050,68305,3,Number Words,Text,P3Q3_19
Forty-seven thousand and fifty-three. Which answer shows this written as a number?,,47053,47050.3,4705.3,4753,470530,47053,3,Number Words,Text,P3Q3_20
Thirteen thousand and eighty-one. Which answer shows this written as a number?,,1381,13080.1,13081,130810,1308.1,13081,3,Number Words,Text,P3Q3_21
"Eighty-nine thousand, seven hundred and fifty-one. Which answer shows this written as a number?",,8975,89750.1,89751,8975.1,897510,89751,3,Number Words,Text,P3Q3_22
Eighty-one thousand and fourteen. Which answer shows this written as a number?,,81014,8114,81010.4,810140,8101.4,81014,3,Number Words,Text,P3Q3_23
"Sixteen thousand, seven hundred and four. Which answer shows this written as a number?",,1674,16700.4,167040,16704,1670.4,16704,3,Number Words,Text,P3Q3_24
"Sixty-five thousand, seven hundred and one. Which answer shows this written as a number?",,65701,6570.1,657010,6571,65700.1,65701,3,Number Words,Text,P3Q3_25
Nineteen thousand and eighty-five. Which answer shows this written as a number?,,190850,1908.5,19085,1985,19080.5,19085,3,Number Words,Text,P3Q3_26
"Ninety-seven thousand, seven hundred and sixty-three. Which answer shows this written as a number?",,97760.3,977630,97763,9776,9776.3,97763,3,Number Words,Text,P3Q3_27
"Eighteen thousand, two hundred and eight. Which answer shows this written as a number?",,18208,1828,1820.8,182080,18200.8,18208,3,Number Words,Text,P3Q3_28
"Twenty-eight thousand, eight hundred and seven. Which answer shows this written as a number?",,28807,2887,288070,2880.7,28800.7,28807,3,Number Words,Text,P3Q3_29
"Sixty-six thousand, one hundred and forty-seven. Which answer shows this written as a number?",,6614,661470,66147,66140.7,6614.7,66147,3,Number Words,Text,P3Q3_30
"Forty-nine thousand, five hundred and nine. Which answer shows this written as a number?",,4950.9,495090,4959,49509,49500.9,49509,3,Number Words,Text,P3Q3_31
"Forty thousand, seven hundred and three. Which answer shows this written as a number?",,40700.3,473,407030,4070.3,40703,40703,3,Number Words,Text,P3Q3_32
"Ten thousand, six hundred and eighty-five. Which answer shows this written as a number?",,10680.5,106850,1685,10685,1068.5,10685,3,Number Words,Text,P3Q3_33
"Thirty-four thousand, seven hundred and ninety-five. Which answer shows this written as a number?",,3495,34790.5,3479.5,347950,34795,34795,3,Number Words,Text,P3Q3_34
"Ten thousand, eight hundred and sixty. Which answer shows this written as a number?",,186,108600,10860,10960,1086,10860,3,Number Words,Text,P3Q3_35
"Forty-three thousand, one hundred and twenty-seven. Which answer shows this written as a number?",,4327,43127,43120.7,4312.7,431270,43127,3,Number Words,Text,P3Q3_36
"Fifty-seven thousand, nine hundred and eight. Which answer shows this written as a number?",,57908,5790.8,57900.8,579080,5798,57908,3,Number Words,Text,P3Q3_37
"Seventy-seven thousand, three hundred and four. Which answer shows this written as a number?",,773040,77304,77300.4,7734,7730.4,77304,3,Number Words,Text,P3Q3_38
"Fifty-three thousand, seven hundred and six. Which answer shows this written as a number?",,53700.6,53706,537060,5376,5370.6,53706,3,Number Words,Text,P3Q3_39
"Eighty-eight thousand, three hundred and thirty-six. Which answer shows this written as a number?",,8833.6,8336,88330.6,883360,88336,88336,3,Number Words,Text,P3Q3_40
Fifty thousand and sixteen. Which answer shows this written as a number?,,50016,516,5001.6,50010.6,500160,50016,3,Number Words,Text,P3Q3_41
"Thirty-eight thousand, five hundred and seventeen. Which answer shows this written as a number?",,3851.7,385170,38517,3857,38510.7,38517,3,Number Words,Text,P3Q3_42
Twenty-five thousand and fifty-seven. Which answer shows this written as a number?,,25057,2557,2505.7,250570,25050.7,25057,3,Number Words,Text,P3Q3_43
Forty-three thousand and thirty-seven. Which answer shows this written as a number?,,4337,43030.7,4303.7,430370,43037,43037,3,Number Words,Text,P3Q3_44
"Seventy-seven thousand, three hundred and twenty-nine. Which answer shows this written as a number?",,773290,7732.9,77320.9,77329,7732,77329,3,Number Words,Text,P3Q3_45
"Eighteen thousand, six hundred and four. Which answer shows this written as a number?",,186040,18600.4,1860.4,18604,1864,18604,3,Number Words,Text,P3Q3_46
Sixty-two thousand and forty-one. Which answer shows this written as a number?,,62040.1,6204.1,620410,62041,6241,62041,3,Number Words,Text,P3Q3_47
Forty-nine thousand and seventy-six. Which answer shows this written as a number?,,4907.6,49076,49070.6,490760,4976,49076,3,Number Words,Text,P3Q3_48
Ten thousand and forty. Which answer shows this written as a number?,,1004,10040,10140,100400,14,10040,3,Number Words,Text,P3Q3_49
"Forty-two thousand, four hundred and eight. Which answer shows this written as a number?",,42400.8,42408,424080,4248,4240.8,42408,3,Number Words,Text,P3Q3_50
"In a class of 30 children, one-fifth of them like football.
How many children do NOT like football?",,124,6,23,34,14,24,3,Fractions,Multiple Choice,P4Q3_1
"In a class of 20 children, three-fifths of them like swimming.
How many children do NOT like swimming?",,8,12,10,18,7,8,3,Fractions,Multiple Choice,P4Q3_2
"In a class of 64 children, 6/8 of them like swimming.
How many children do NOT like swimming?",,6,48,21,16,15,16,3,Fractions,Multiple Choice,P4Q3_3
"In a class of 16 children, three-quarters of them like swimming.
How many children do NOT like swimming?",,104,12,3,6,4,4,3,Fractions,Multiple Choice,P4Q3_4
"In a class of 28 children, three-quarters of them like swimming.
How many children do NOT like swimming?",,5,9,21,12,7,7,3,Fractions,Multiple Choice,P4Q3_5
"In a class of 90 children, 6/10 of them like swimming.
How many children do NOT like swimming?",,38,35,37,46,54,36,3,Fractions,Multiple Choice,P4Q3_6
"In a class of 32 children, half of them like swimming.
How many children do NOT like swimming?",,18,14,21,16,11,16,3,Fractions,Multiple Choice,P4Q3_7
"In a class of 50 children, 2/10 of them like painting.
How many children do NOT like painting?",,40,41,50,10,140,40,3,Fractions,Multiple Choice,P4Q3_8
"In a class of 50 children, 3/10 of them like painting.
How many children do NOT like painting?",,34,33,15,30,40,35,3,Fractions,Multiple Choice,P4Q3_9
"In a class of 56 children, 4/8 of them like painting.
How many children do NOT like painting?",,26,18,28,33,23,28,3,Fractions,Multiple Choice,P4Q3_10
"In a class of 45 children, one-fifth of them like dancing.
How many children do NOT like dancing?",,9,136,38,36,34,36,3,Fractions,Multiple Choice,P4Q3_11
"In a class of 16 children, three-quarters of them like swimming.
How many children do NOT like swimming?",,12,2,4,6,104,4,3,Fractions,Multiple Choice,P4Q3_12
"In a class of 28 children, three-quarters of them like swimming.
How many children do NOT like swimming?",,2,21,6,8,17,7,3,Fractions,Multiple Choice,P4Q3_13
